epoch	acc	loss	val_acc	val_loss
0	0.4995662601601076	1.5770387863963211	0.6157024793388429	1.143040031878854
1	0.6697963974229741	0.9779617904540062	0.5895316804407713	1.4371740903407746
2	0.7612899933754561	0.7083794082063324	0.6533516988062442	1.0745763765550513
3	0.8059396846638581	0.5766542265109458	0.8379247015610652	0.46272808931856885
4	0.8477317956951788	0.454891685695072	0.6974288337924701	0.8424313168825635
5	0.8681430831280096	0.39038446249813186	0.7777777777777778	0.6805403528271519
6	0.892891769154422	0.32292814012838333	0.9040404040404041	0.2842866699626076
7	0.9107006174444866	0.2700647583105202	0.8934802571166207	0.3197631410231576
8	0.9191713017389812	0.2462668096969923	0.8131313131313131	0.6039963727483408
9	0.93116293311113	0.20983361116616028	0.7887970615243343	0.6746034996568664
